ID	old_ID	box	species	source	host	loc	long	lat	sequence_tag	collector	note
863	16WOTBJ8	11	Salmonella enterica	sewage	human	Xian	108.95	34.26	0	D	
864	8SMEQXF9	11	Salmonella enterica	env	chicken	Changsha	112.47	31.23	2	E	
865	4TARR91V	11	Enterobacter cloacae	sewage	chicken	Guangzhou	113.28	23.125	2	B	blabla
866	32YGRX3S	11	Salmonella enterica	env	env	Beijing	116.41	39.90	0	A	blabla
867	TZ9IV1TJ	11	Aeromonas caviae	sputum	human	Xian	108.95	34.26	2	B	
868	EXWV01AV	11	Aeromonas caviae	sewage	pig	Beijing	116.41	39.90	0	B	
869	5CU68OI2	11	Aeromonas veronii	sewage	duck	Beijing	116.41	39.90	2	C	
870	HBTXEMV8	11	Acinetobacter baumannii	env	duck	Wuhan	114.30	30.58	2	F	
871	RE2F1R30	11	Salmonella enterica	sewage	env	Guangzhou	113.28	23.125	2	F	
872	FNPMZ6TC	11	Aeromonas hydrophila	sputum	chicken	Guangzhou	113.28	23.125	0	B	
873	74NOJU61	11	Aeromonas veronii	blood	pig	Beijing	116.41	39.90	2	D	
874	PMU4MVQI	11	Aeromonas enteropelogenes	faeces	env	Beijing	116.41	39.90	2	B	
875	Z1SG1RXS	11	Enterobacter cloacae	faeces	env	Wuhan	114.30	30.58	0	B	
876	HW4H4VPU	11	Aeromonas hydrophila	sputum	duck	Beijing	116.41	39.90	0	D	
877	13J0S893	11	Acinetobacter baumannii	faeces	pig	Wuhan	114.30	30.58	0	B	
878	F3J6I6ZC	11	Aeromonas caviae	env	chicken	Beijing	116.41	39.90	2	C	
879	KNDVU9ML	11	Enterobacter cloacae	sewage	pig	Changsha	112.47	31.23	0	F	
880	0MBJMFR4	11	Aeromonas hydrophila	blood	human	Changsha	112.47	31.23	2	C	
881	ZWF765YG	11	Escherichia coli	sewage	duck	Changsha	112.47	31.23	2	E	blabla
882	XHHG9ZQT	11	Escherichia coli	blood	pig	Guangzhou	113.28	23.125	0	E	
883	86GHZX3D	11	Klebsiella pneumoniae	faeces	chicken	Beijing	116.41	39.90	2	E	
884	YV670VTY	11	Aeromonas enteropelogenes	env	pig	Xian	108.95	34.26	2	E	blabla
885	H8IYT9VM	11	Klebsiella pneumoniae	blood	duck	Shanghai	121.47	31.23	0	B	
886	R6GQZX2H	11	Shigella flexneri	sputum	human	Shanghai	121.47	31.23	2	B	
887	JRZG7KXU	11	Aeromonas hydrophila	faeces	duck	Wuhan	114.30	30.58	0	D	
888	YYP3V3P7	11	Klebsiella pneumoniae	blood	pig	Beijing	116.41	39.90	2	F	blabla
889	I3Z9HO1Z	11	Acinetobacter baumannii	sputum	pig	Beijing	116.41	39.90	0	E	blabla
890	ZJW0QZCK	11	Aeromonas veronii	env	human	Changsha	112.47	31.23	2	A	
891	E9VZKMNI	12	Salmonella enterica	faeces	human	Shanghai	121.47	31.23	2	B	
892	XXKU3QQ5	12	Salmonella enterica	faeces	human	Xian	108.95	34.26	2	D	
893	DJK56HZY	12	Escherichia coli	sewage	duck	Shanghai	121.47	31.23	0	D	
894	WB5OLB0R	12	Enterobacter cloacae	sputum	human	Changsha	112.47	31.23	0	C	blabla
895	TB5791UL	12	Escherichia coli	blood	human	Beijing	116.41	39.90	2	E	
896	H0LNRHZA	12	Aeromonas enteropelogenes	blood	duck	Guangzhou	113.28	23.125	2	C	
897	6JI3PFRU	12	Aeromonas caviae	env	human	Shanghai	121.47	31.23	2	D	
898	VWFB7BC0	12	Enterobacter cloacae	blood	duck	Changsha	112.47	31.23	0	B	
899	PLASO5XG	12	Klebsiella pneumoniae	sputum	duck	Guangzhou	113.28	23.125	3	F	blabla
900	IBGZ3VIM	12	Enterobacter cloacae	sputum	chicken	Wuhan	114.30	30.58	0	D	
901	INXVGLQ0	12	Escherichia coli	sputum	duck	Shanghai	121.47	31.23	2	F	
902	GCZS4DGX	12	Escherichia coli	sewage	duck	Wuhan	114.30	30.58	0	A	
903	0RNVYO8Q	12	Aeromonas hydrophila	sewage	chicken	Wuhan	114.30	30.58	2	B	blabla
904	VTIVX8JL	12	Klebsiella pneumoniae	env	pig	Changsha	112.47	31.23	2	A	
905	F94I6HOL	12	Aeromonas enteropelogenes	sputum	duck	Changsha	112.47	31.23	0	B	
906	NWEC706E	12	Escherichia coli	sewage	env	Changsha	112.47	31.23	0	A	
907	AKTKNL17	12	Aeromonas caviae	sputum	human	Wuhan	114.30	30.58	0	D	
908	NE9IR08I	12	Acinetobacter baumannii	sewage	human	Shanghai	121.47	31.23	2	A	
909	O6QV0C7F	12	Aeromonas veronii	sputum	duck	Guangzhou	113.28	23.125	0	B	
910	BVIO2XS5	12	Aeromonas enteropelogenes	blood	env	Changsha	112.47	31.23	2	F	
911	3SG4ASLZ	12	Escherichia coli	sewage	human	Wuhan	114.30	30.58	2	A	
912	LJ85KI7O	12	Aeromonas veronii	faeces	pig	Guangzhou	113.28	23.125	2	F	
913	U25IAJSB	12	Aeromonas hydrophila	env	duck	Xian	108.95	34.26	0	D	
914	QGQQ4FYC	12	Salmonella enterica	sewage	human	Beijing	116.41	39.90	2	E	
915	I9Z56M2R	12	Aeromonas veronii	faeces	human	Shanghai	121.47	31.23	2	D	
916	LH0PU75T	12	Aeromonas hydrophila	sputum	pig	Guangzhou	113.28	23.125	0	E	
917	636CX0AL	12	Salmonella enterica	faeces	pig	Beijing	116.41	39.90	2	F	
918	KADX3INZ	12	Aeromonas enteropelogenes	sputum	pig	Beijing	116.41	39.90	0	C	
919	Q1VHMEKJ	12	Escherichia coli	blood	duck	Shanghai	121.47	31.23	2	A	
920	O3XBLDYA	12	Escherichia coli	env	pig	Wuhan	114.30	30.58	2	C	
921	QSV2MWK9	12	Shigella flexneri	blood	duck	Wuhan	114.30	30.58	0	B	
922	GLJ9VT54	12	Aeromonas caviae	env	pig	Xian	108.95	34.26	2	E	
923	Y379UHKJ	12	Acinetobacter baumannii	sewage	env	Changsha	112.47	31.23	2	F	
924	A3T1A0L1	12	Aeromonas enteropelogenes	sewage	human	Guangzhou	113.28	23.125	0	E	
925	ZTMUVJTG	12	Shigella flexneri	sewage	env	Guangzhou	113.28	23.125	0	E	
926	B7A0670A	12	Aeromonas hydrophila	sputum	chicken	Shanghai	121.47	31.23	2	E	
927	BZMW6FM4	12	Aeromonas hydrophila	env	human	Guangzhou	113.28	23.125	0	C	
928	2EDG8YXJ	12	Enterobacter cloacae	blood	duck	Shanghai	121.47	31.23	2	D	
929	2L9HTPY2	12	Salmonella enterica	env	env	Beijing	116.41	39.90	0	D	
930	VOOVPRKW	12	Enterobacter cloacae	env	human	Changsha	112.47	31.23	2	E	
931	T7F4YZJJ	12	Shigella flexneri	sputum	duck	Wuhan	114.30	30.58	3	F	
932	CJF08N98	12	Aeromonas caviae	blood	chicken	Guangzhou	113.28	23.125	2	C	
933	N5GF0R2Y	12	Aeromonas veronii	sputum	env	Guangzhou	113.28	23.125	0	B	
934	5LHD9W55	12	Escherichia coli	faeces	chicken	Wuhan	114.30	30.58	0	B	
935	RS3CITJD	12	Aeromonas hydrophila	env	duck	Shanghai	121.47	31.23	0	E	
936	86CCKQU6	12	Enterobacter cloacae	env	duck	Beijing	116.41	39.90	2	A	
937	WM8HTUTR	12	Acinetobacter baumannii	blood	chicken	Guangzhou	113.28	23.125	2	F	
938	JRDPVGV1	12	Aeromonas enteropelogenes	sputum	chicken	Guangzhou	113.28	23.125	2	A	
939	PKPYPE5R	12	Aeromonas hydrophila	env	duck	Changsha	112.47	31.23	0	D	
940	NENE4OXW	12	Shigella flexneri	blood	chicken	Guangzhou	113.28	23.125	0	D	
941	A8B96A16	12	Escherichia coli	env	chicken	Changsha	112.47	31.23	0	F	
942	53B664AV	12	Aeromonas veronii	blood	chicken	Beijing	116.41	39.90	2	E	blabla
943	NJUMDH9K	12	Aeromonas enteropelogenes	sewage	pig	Beijing	116.41	39.90	2	A	
944	CGBS5UGK	12	Aeromonas hydrophila	sputum	pig	Wuhan	114.30	30.58	2	E	
945	VK3JTJ1W	12	Aeromonas enteropelogenes	sputum	human	Wuhan	114.30	30.58	2	C	
946	PDUTCDTG	12	Escherichia coli	sputum	human	Guangzhou	113.28	23.125	0	B	
947	A6L7HACR	12	Enterobacter cloacae	faeces	chicken	Shanghai	121.47	31.23	0	D	
948	CWAI7Y75	12	Escherichia coli	sewage	chicken	Guangzhou	113.28	23.125	0	F	
949	053DSE73	12	Escherichia coli	faeces	env	Guangzhou	113.28	23.125	2	D	
950	2OM28WJ9	12	Enterobacter cloacae	sewage	pig	Guangzhou	113.28	23.125	2	F	
951	X3FWQAAC	12	Aeromonas enteropelogenes	faeces	duck	Beijing	116.41	39.90	2	F	
952	WU7Q4ZHT	12	Aeromonas caviae	faeces	pig	Shanghai	121.47	31.23	0	C	
953	39TOOFHY	12	Aeromonas veronii	sputum	chicken	Xian	108.95	34.26	0	B	
954	N388S63W	12	Klebsiella pneumoniae	sputum	env	Beijing	116.41	39.90	0	D	
955	R96TWJNN	12	Enterobacter cloacae	sputum	chicken	Wuhan	114.30	30.58	2	A	
956	EXQKM7RG	12	Klebsiella pneumoniae	sewage	human	Beijing	116.41	39.90	2	D	
957	WH4C574W	12	Klebsiella pneumoniae	sewage	pig	Xian	108.95	34.26	2	A	
958	8YIUSBV4	12	Aeromonas veronii	faeces	duck	Wuhan	114.30	30.58	0	E	
959	RKZSJPHB	12	Aeromonas veronii	sputum	env	Beijing	116.41	39.90	0	D	
960	IV0XAETO	12	Enterobacter cloacae	faeces	duck	Shanghai	121.47	31.23	2	C	
961	L3VJI3WB	12	Acinetobacter baumannii	env	pig	Changsha	112.47	31.23	0	E	
962	QESWHN9L	12	Acinetobacter baumannii	blood	human	Guangzhou	113.28	23.125	0	D	
963	BUDNQOP8	12	Aeromonas hydrophila	env	human	Changsha	112.47	31.23	0	E	
964	OOAW9TQZ	12	Aeromonas enteropelogenes	blood	env	Changsha	112.47	31.23	0	E	
965	COUSRAFC	12	Klebsiella pneumoniae	sputum	duck	Beijing	116.41	39.90	2	B	
966	8G09M2DR	12	Acinetobacter baumannii	blood	env	Changsha	112.47	31.23	3	A	
967	ZTXIT5XC	12	Aeromonas hydrophila	sewage	pig	Xian	108.95	34.26	0	C	blabla
968	LO3GYIL5	12	Aeromonas hydrophila	blood	duck	Guangzhou	113.28	23.125	0	D	
969	ZXZ2O5W7	12	Acinetobacter baumannii	env	env	Changsha	112.47	31.23	2	C	
970	0QD3JNXY	12	Escherichia coli	sputum	env	Wuhan	114.30	30.58	0	D	
971	G5FJU6RX	12	Aeromonas veronii	faeces	chicken	Wuhan	114.30	30.58	0	C	
972	8EQJCL0Z	13	Escherichia coli	faeces	duck	Wuhan	114.30	30.58	0	A	
973	QNWCKN91	13	Aeromonas veronii	faeces	chicken	Guangzhou	113.28	23.125	2	E	
974	A2FOF84B	13	Aeromonas hydrophila	sewage	human	Xian	108.95	34.26	2	B	
975	JEUTR799	13	Aeromonas caviae	blood	duck	Guangzhou	113.28	23.125	0	E	
976	KUZDHBTC	13	Aeromonas enteropelogenes	blood	env	Xian	108.95	34.26	2	F	
977	J25RMIE1	13	Aeromonas veronii	faeces	chicken	Guangzhou	113.28	23.125	2	A	
978	Z6PICP0F	13	Enterobacter cloacae	blood	human	Beijing	116.41	39.90	0	C	blabla
979	XRAUITFW	13	Enterobacter cloacae	env	duck	Wuhan	114.30	30.58	2	C	
980	9TCQD0YK	13	Aeromonas enteropelogenes	env	duck	Guangzhou	113.28	23.125	0	F	
981	6F6B012U	13	Aeromonas hydrophila	sewage	env	Beijing	116.41	39.90	2	C	
982	XGW8TKM6	13	Klebsiella pneumoniae	faeces	pig	Beijing	116.41	39.90	2	F	
983	ZIVQKQ7Y	13	Escherichia coli	sewage	pig	Xian	108.95	34.26	0	D	
984	HAJTD0H4	13	Aeromonas hydrophila	env	env	Beijing	116.41	39.90	2	B	
985	S65L9QBZ	13	Shigella flexneri	sputum	chicken	Guangzhou	113.28	23.125	2	D	
986	SY96K14D	13	Aeromonas caviae	env	chicken	Xian	108.95	34.26	2	C	
987	FYI2WUXR	13	Aeromonas enteropelogenes	blood	chicken	Wuhan	114.30	30.58	3	D	blabla
988	KT9L5084	13	Aeromonas enteropelogenes	sputum	env	Wuhan	114.30	30.58	2	D	
989	OL8A9GC7	13	Escherichia coli	sewage	pig	Changsha	112.47	31.23	2	C	
990	QI4HPDQR	13	Aeromonas hydrophila	env	pig	Shanghai	121.47	31.23	0	E	blabla
991	QNZC94K6	13	Aeromonas caviae	env	chicken	Guangzhou	113.28	23.125	2	D	
992	M1QL94AO	13	Aeromonas enteropelogenes	sewage	pig	Changsha	112.47	31.23	2	E	
993	HQF1XTOA	13	Enterobacter cloacae	sputum	env	Changsha	112.47	31.23	2	F	
994	UDDE8WJS	13	Salmonella enterica	env	duck	Wuhan	114.30	30.58	2	C	
995	EXP8UYLL	13	Klebsiella pneumoniae	env	duck	Changsha	112.47	31.23	2	D	
996	9FXBP9NG	13	Acinetobacter baumannii	sewage	chicken	Wuhan	114.30	30.58	0	C	blabla
997	BZY9DS17	13	Aeromonas enteropelogenes	env	env	Guangzhou	113.28	23.125	2	F	
998	Y8S0CSED	13	Escherichia coli	faeces	human	Wuhan	114.30	30.58	2	F	
999	IPZALMGG	13	Enterobacter cloacae	env	duck	Beijing	116.41	39.90	0	B	
1000	JQ5VCIUW	13	Enterobacter cloacae	sewage	human	Guangzhou	113.28	23.125	2	A	
1001	9MXXQ0VY	13	Aeromonas hydrophila	sputum	pig	Shanghai	121.47	31.23	2	E	blabla
1002	BS89Q6YY	13	Salmonella enterica	blood	human	Wuhan	114.30	30.58	0	D	
1003	G0XIP986	13	Enterobacter cloacae	env	chicken	Beijing	116.41	39.90	0	C	
1004	5YEHYJW6	13	Klebsiella pneumoniae	env	chicken	Changsha	112.47	31.23	0	D	
1005	9LOQEK97	13	Aeromonas veronii	sewage	pig	Guangzhou	113.28	23.125	0	B	
1006	IVD51Y1R	13	Aeromonas veronii	blood	human	Xian	108.95	34.26	2	D	
1007	HA3MM8RF	13	Shigella flexneri	env	duck	Xian	108.95	34.26	2	F	
1008	278BVH3V	13	Aeromonas hydrophila	blood	chicken	Xian	108.95	34.26	0	F	
1009	OHHYZ26D	13	Aeromonas enteropelogenes	sewage	pig	Beijing	116.41	39.90	0	A	
1010	GMSOBVDF	13	Escherichia coli	sewage	chicken	Changsha	112.47	31.23	0	F	
1011	LX1BYIWA	13	Aeromonas enteropelogenes	blood	env	Wuhan	114.30	30.58	3	C	blabla
1012	SKV7ZW8C	13	Salmonella enterica	env	pig	Beijing	116.41	39.90	2	F	blabla
1013	QU86F68Y	13	Acinetobacter baumannii	sewage	env	Guangzhou	113.28	23.125	2	C	
1014	KYCZT4HD	13	Acinetobacter baumannii	blood	env	Wuhan	114.30	30.58	2	C	
1015	8HGD80JR	13	Escherichia coli	faeces	env	Shanghai	121.47	31.23	2	B	
1016	RBM1LLD7	13	Aeromonas caviae	faeces	chicken	Changsha	112.47	31.23	2	E	
1017	AJ3C86FY	13	Shigella flexneri	env	pig	Shanghai	121.47	31.23	0	D	
1018	6U06WAFP	13	Salmonella enterica	sputum	env	Changsha	112.47	31.23	0	D	
1019	MKGIC1CA	13	Aeromonas enteropelogenes	sewage	env	Wuhan	114.30	30.58	2	F	
1020	06LC9EIJ	13	Acinetobacter baumannii	sewage	human	Beijing	116.41	39.90	0	A	blabla
1021	QJD6I15W	13	Klebsiella pneumoniae	sputum	duck	Wuhan	114.30	30.58	0	D	
1022	Q3BQOLHR	13	Aeromonas hydrophila	sputum	human	Wuhan	114.30	30.58	2	F	
1023	TEJ2E6E3	13	Aeromonas veronii	sputum	env	Xian	108.95	34.26	0	D	blabla
1024	HP0I9E91	13	Klebsiella pneumoniae	env	pig	Guangzhou	113.28	23.125	2	D	
1025	IVEQ94M8	13	Shigella flexneri	sewage	env	Wuhan	114.30	30.58	0	E	
1026	A24D2BV1	13	Acinetobacter baumannii	blood	human	Guangzhou	113.28	23.125	0	C	
1027	P1T6ELQZ	13	Shigella flexneri	faeces	chicken	Guangzhou	113.28	23.125	0	C	
1028	URUTXPDO	13	Enterobacter cloacae	env	human	Wuhan	114.30	30.58	0	E	
1029	V2NYSWNH	13	Enterobacter cloacae	faeces	human	Xian	108.95	34.26	2	C	
1030	CHXQIVCX	13	Klebsiella pneumoniae	sputum	chicken	Guangzhou	113.28	23.125	2	F	
1031	KNK0CNHS	13	Acinetobacter baumannii	sputum	duck	Shanghai	121.47	31.23	0	A	
1032	8NFA6Z9L	13	Acinetobacter baumannii	env	chicken	Wuhan	114.30	30.58	0	C	
1033	PMJP87KR	13	Aeromonas enteropelogenes	env	pig	Shanghai	121.47	31.23	2	D	
1034	A3ABJ54G	13	Salmonella enterica	faeces	duck	Guangzhou	113.28	23.125	0	A	
1035	23HEJAHP	13	Escherichia coli	blood	pig	Wuhan	114.30	30.58	0	E	
1036	SA7XI5CX	13	Aeromonas hydrophila	env	duck	Guangzhou	113.28	23.125	0	D	
1037	KUB0MXUL	13	Shigella flexneri	faeces	chicken	Wuhan	114.30	30.58	0	C	
1038	9IONVCM0	13	Aeromonas veronii	faeces	pig	Guangzhou	113.28	23.125	2	C	blabla
1039	EVVKXHBZ	13	Klebsiella pneumoniae	sputum	duck	Changsha	112.47	31.23	2	C	
1040	9L44GURF	13	Salmonella enterica	blood	chicken	Beijing	116.41	39.90	0	B	
1041	41ORWFD1	13	Acinetobacter baumannii	sewage	env	Beijing	116.41	39.90	0	D	
1042	TFB9UNVH	13	Enterobacter cloacae	env	chicken	Xian	108.95	34.26	0	C	
1043	X1ZUED0D	13	Aeromonas veronii	sputum	human	Shanghai	121.47	31.23	0	E	
1044	UNEJRJO0	13	Escherichia coli	env	duck	Guangzhou	113.28	23.125	2	A	
1045	EDDJ2ZHT	13	Salmonella enterica	faeces	chicken	Xian	108.95	34.26	2	E	
1046	11CU7RDS	13	Klebsiella pneumoniae	blood	chicken	Beijing	116.41	39.90	0	B	blabla
1047	HCI9DDQR	13	Escherichia coli	env	human	Xian	108.95	34.26	2	E	
1048	KMC0BEG6	13	Aeromonas enteropelogenes	sputum	pig	Shanghai	121.47	31.23	2	A	
1049	2L9HR2XC	13	Aeromonas hydrophila	sewage	pig	Beijing	116.41	39.90	0	D	
1050	K25EG3Z1	13	Shigella flexneri	env	duck	Beijing	116.41	39.90	0	C	
1051	BIO85RID	13	Klebsiella pneumoniae	sputum	pig	Xian	108.95	34.26	0	D	
1052	6H8STVKA	13	Escherichia coli	blood	chicken	Guangzhou	113.28	23.125	0	F	blabla
1053	OF11TH7Y	14	Salmonella enterica	sewage	chicken	Guangzhou	113.28	23.125	2	B	
1054	ZKRACBQX	14	Klebsiella pneumoniae	faeces	duck	Shanghai	121.47	31.23	0	E	
1055	MNCPP2HH	14	Aeromonas enteropelogenes	sputum	duck	Changsha	112.47	31.23	0	D	
1056	0M16L91Z	14	Aeromonas hydrophila	faeces	pig	Beijing	116.41	39.90	2	A	
1057	LL1NJQWP	14	Escherichia coli	env	env	Guangzhou	113.28	23.125	0	E	
1058	9JRTGGQZ	14	Shigella flexneri	blood	env	Xian	108.95	34.26	2	B	
1059	7VQ3IU00	14	Acinetobacter baumannii	sewage	duck	Beijing	116.41	39.90	0	C	
1060	AWIANHE3	14	Shigella flexneri	sewage	chicken	Beijing	116.41	39.90	0	F	
1061	8AAQJSEK	14	Salmonella enterica	faeces	human	Xian	108.95	34.26	0	A	
1062	53N6AGI4	14	Shigella flexneri	faeces	human	Beijing	116.41	39.90	0	A	
1063	PKDJBR4N	14	Klebsiella pneumoniae	sewage	env	Beijing	116.41	39.90	0	C	
1064	G9P1HQTV	14	Escherichia coli	sputum	duck	Guangzhou	113.28	23.125	0	D	
1065	607IMQHA	14	Shigella flexneri	blood	chicken	Changsha	112.47	31.23	0	E	
1066	FTVCXFMH	14	Aeromonas veronii	blood	duck	Changsha	112.47	31.23	2	C	
1067	NPJWQ492	14	Enterobacter cloacae	sewage	chicken	Beijing	116.41	39.90	0	B	
1068	T3T0WUCT	14	Aeromonas enteropelogenes	faeces	chicken	Changsha	112.47	31.23	2	B	
1069	XZ8DQCUG	14	Escherichia coli	sewage	human	Beijing	116.41	39.90	2	E	
1070	TGN7QGDP	14	Aeromonas veronii	env	pig	Shanghai	121.47	31.23	0	F	
1071	DAAN1I5P	14	Aeromonas enteropelogenes	sewage	env	Guangzhou	113.28	23.125	2	C	blabla
1072	C8JKKRRP	14	Escherichia coli	blood	duck	Shanghai	121.47	31.23	0	D	
1073	J7Y3VUEY	14	Aeromonas enteropelogenes	sewage	human	Wuhan	114.30	30.58	0	F	blabla
1074	OT4929F0	14	Acinetobacter baumannii	sewage	chicken	Shanghai	121.47	31.23	0	F	
1075	JJZWX07C	14	Salmonella enterica	env	chicken	Shanghai	121.47	31.23	2	D	
1076	ZULAZTKG	14	Escherichia coli	env	human	Xian	108.95	34.26	0	A	
1077	KG4R3UF4	14	Aeromonas enteropelogenes	sputum	env	Beijing	116.41	39.90	2	E	blabla
1078	V3YUFPRI	14	Salmonella enterica	faeces	duck	Shanghai	121.47	31.23	2	C	
1079	4QMYTNSF	14	Aeromonas enteropelogenes	env	pig	Xian	108.95	34.26	2	E	
1080	MQZNW9JM	14	Shigella flexneri	env	duck	Shanghai	121.47	31.23	0	F	
1081	EYIHOXSP	14	Shigella flexneri	blood	chicken	Beijing	116.41	39.90	0	D	
1082	U8189W3C	14	Salmonella enterica	sputum	duck	Changsha	112.47	31.23	2	A	
1083	IVCJ3UNI	14	Aeromonas enteropelogenes	env	env	Xian	108.95	34.26	2	E	
1084	K8D9BCGR	14	Salmonella enterica	sputum	env	Xian	108.95	34.26	0	D	blabla
1085	VXO955S1	14	Salmonella enterica	sputum	chicken	Shanghai	121.47	31.23	2	D	
1086	ONTUHPEU	14	Enterobacter cloacae	sputum	duck	Beijing	116.41	39.90	0	F	
1087	MNRRHTZ8	14	Aeromonas enteropelogenes	faeces	env	Guangzhou	113.28	23.125	0	F	
1088	9YMHR98O	14	Aeromonas veronii	blood	pig	Changsha	112.47	31.23	2	B	
1089	CJ81MBLY	14	Enterobacter cloacae	sputum	human	Changsha	112.47	31.23	2	B	
1090	MB1Y5KLH	14	Salmonella enterica	sputum	chicken	Guangzhou	113.28	23.125	2	C	
1091	4XI1J1ZP	14	Aeromonas enteropelogenes	blood	env	Beijing	116.41	39.90	2	F	
1092	0EDOLAUH	14	Escherichia coli	blood	pig	Wuhan	114.30	30.58	0	E	
1093	7G8HNG20	14	Salmonella enterica	env	human	Changsha	112.47	31.23	0	E	
1094	C22O9T61	14	Aeromonas caviae	faeces	chicken	Guangzhou	113.28	23.125	0	C	
1095	YE2502B7	14	Acinetobacter baumannii	blood	pig	Guangzhou	113.28	23.125	3	E	
1096	JL3ASIDI	14	Aeromonas hydrophila	env	pig	Guangzhou	113.28	23.125	2	A	blabla
1097	8A5TMVTD	14	Enterobacter cloacae	faeces	pig	Changsha	112.47	31.23	0	E	
1098	HQK0HHFS	14	Aeromonas hydrophila	env	duck	Beijing	116.41	39.90	0	E	
1099	08KN8ZGX	14	Aeromonas hydrophila	faeces	env	Changsha	112.47	31.23	2	E	
1100	FYL6GULU	14	Aeromonas hydrophila	sputum	env	Beijing	116.41	39.90	0	D	
1101	Z6DADZ6K	14	Aeromonas hydrophila	blood	human	Shanghai	121.47	31.23	0	F	
1102	PSSTWOX8	14	Aeromonas enteropelogenes	sewage	chicken	Guangzhou	113.28	23.125	2	E	
1103	5YNXOZ2I	14	Enterobacter cloacae	faeces	pig	Wuhan	114.30	30.58	2	C	
1104	GLQ3LTFG	14	Enterobacter cloacae	blood	pig	Wuhan	114.30	30.58	0	E	
1105	KLJK8WXJ	14	Acinetobacter baumannii	sewage	pig	Changsha	112.47	31.23	2	F	
1106	4YO6X6H0	14	Enterobacter cloacae	faeces	pig	Guangzhou	113.28	23.125	0	F	
1107	Y31YPJSK	14	Enterobacter cloacae	blood	duck	Shanghai	121.47	31.23	2	D	
1108	5K86DFXA	14	Aeromonas caviae	env	env	Changsha	112.47	31.23	2	A	
1109	FVQXEI8W	14	Aeromonas veronii	faeces	duck	Shanghai	121.47	31.23	3	F	
1110	0TNVNDR5	14	Escherichia coli	env	human	Wuhan	114.30	30.58	2	C	
1111	YQI6B7EB	14	Shigella flexneri	blood	chicken	Changsha	112.47	31.23	0	B	
1112	0G0BD3G9	14	Aeromonas hydrophila	sewage	pig	Xian	108.95	34.26	3	E	
1113	9YC76M4R	14	Klebsiella pneumoniae	blood	pig	Xian	108.95	34.26	2	D	
1114	45CP7ODR	14	Aeromonas hydrophila	blood	duck	Xian	108.95	34.26	2	B	
1115	VZKAKAPK	14	Aeromonas veronii	blood	env	Beijing	116.41	39.90	2	A	
1116	LG6488NM	14	Shigella flexneri	sewage	human	Guangzhou	113.28	23.125	0	A	blabla
1117	VFH8UCGW	14	Aeromonas hydrophila	sewage	chicken	Guangzhou	113.28	23.125	2	D	
1118	N5S251A5	14	Aeromonas veronii	sewage	human	Shanghai	121.47	31.23	2	E	
1119	YSDOD8OY	14	Aeromonas caviae	sewage	human	Beijing	116.41	39.90	2	A	
1120	A9LV6BVS	14	Aeromonas caviae	sewage	human	Shanghai	121.47	31.23	0	A	
1121	ZV80OO1M	14	Aeromonas enteropelogenes	env	pig	Wuhan	114.30	30.58	0	E	
1122	GXPF07KB	14	Acinetobacter baumannii	sewage	duck	Guangzhou	113.28	23.125	0	C	
1123	EFJ5VBK2	14	Aeromonas caviae	sputum	duck	Xian	108.95	34.26	2	A	blabla
1124	R95JDEE0	14	Salmonella enterica	env	env	Wuhan	114.30	30.58	2	F	
1125	T4CQOW66	14	Escherichia coli	sputum	chicken	Shanghai	121.47	31.23	0	C	
1126	KQ9TOL2H	14	Escherichia coli	sewage	duck	Xian	108.95	34.26	0	F	
1127	TMYD7CUO	14	Escherichia coli	env	human	Wuhan	114.30	30.58	2	C	
1128	4YM29X4K	14	Aeromonas hydrophila	blood	duck	Wuhan	114.30	30.58	0	D	
1129	4JRE5KBK	14	Aeromonas hydrophila	faeces	env	Wuhan	114.30	30.58	2	C	
1130	01WO2WUM	14	Aeromonas enteropelogenes	env	human	Wuhan	114.30	30.58	2	D	
1131	PQP39PMD	14	Acinetobacter baumannii	sewage	duck	Guangzhou	113.28	23.125	0	D	
1132	DF5FKKZ7	14	Aeromonas veronii	faeces	pig	Wuhan	114.30	30.58	0	E	
1133	5LN5AFZT	14	Aeromonas caviae	sewage	pig	Xian	108.95	34.26	2	C	
1134	IKA4C5LA	15	Aeromonas hydrophila	faeces	pig	Changsha	112.47	31.23	2	E	
1135	OC5USKX7	15	Enterobacter cloacae	faeces	duck	Xian	108.95	34.26	2	C	
1136	1APEZCVP	15	Acinetobacter baumannii	sewage	env	Shanghai	121.47	31.23	2	E	
1137	Z0FKJYTR	15	Enterobacter cloacae	sputum	pig	Xian	108.95	34.26	2	B	
1138	KXMI7829	15	Klebsiella pneumoniae	blood	duck	Beijing	116.41	39.90	2	C	
1139	KB31TBIG	15	Salmonella enterica	sewage	human	Xian	108.95	34.26	2	F	
1140	W10PIPYY	15	Shigella flexneri	sputum	chicken	Shanghai	121.47	31.23	0	D	
1141	PM2B3466	15	Escherichia coli	blood	pig	Beijing	116.41	39.90	0	D	
1142	KKHFGCN8	15	Klebsiella pneumoniae	sewage	human	Guangzhou	113.28	23.125	0	B	
1143	44W5ENYK	15	Escherichia coli	env	duck	Shanghai	121.47	31.23	0	D	
1144	K1OLZ5FK	15	Shigella flexneri	sputum	chicken	Xian	108.95	34.26	0	F	
1145	RE3OQJCW	15	Shigella flexneri	sewage	duck	Beijing	116.41	39.90	2	A	
